CHSI_County_Name;CHSI_State_Name;CHSI_State_Abbr;Strata_ID_Number;Strata_Determining_Factors;Number_Counties;Population_Size;Population_Density;Poverty;Age_19_Under;Age_19_64;Age_65_84;Age_85_and_Over;White;Black;Native_American;Asian;Hispanic
Franklin;Indiana;IN;38;frontier status, population size, poverty, age;35;23085;60;8;26.5;60.6;11.1;1.7;99.1;0.1;0;0.4;0.6
Fulton;Indiana;IN;55;frontier status, population size, poverty, age, population density;47;20665;56;9.5;25.8;58.9;12.9;2.5;98;0.7;0.3;0.4;2.9
Gibson;Indiana;IN;26;frontier status, population size, poverty, age;40;33408;68;8.1;25.2;60;12.5;2.3;96.4;2.1;0.2;0.7;0.9
Grant;Indiana;IN;19;frontier status, population size, poverty, age;37;70557;170;12.5;25.6;58.6;13.6;2.2;90.5;7.2;0.4;0.6;2.7
Greene;Indiana;IN;26;frontier status, population size, poverty, age;40;33479;62;10.9;25;60;12.8;2.2;98.8;0.1;0.3;0.2;0.9
Hamilton;Indiana;IN;12;frontier status, population size, poverty, age;57;240685;605;3.6;29.9;62.5;6.7;0.9;91.9;3.1;0.2;3.6;2.4
Hancock;Indiana;IN;46;frontier status, population size, poverty, age, population density;26;63138;206;5;26.1;62;10.5;1.3;96.5;1.3;0.2;0.7;1.2
Harrison;Indiana;IN;47;frontier status, population size, poverty, age, population density;34;36827;76;8.1;25.2;63.1;10.4;1.4;98.4;0.6;0.3;0.2;1.4
Hendricks;Indiana;IN;46;frontier status, population size, poverty, age, population density;26;127483;312;4.6;26.8;63.3;8.7;1.2;93.9;3.7;0.2;1.2;2
Henry;Indiana;IN;26;frontier status, population size, poverty, age;40;47244;120;9.5;24.4;59.6;13.7;2.3;98.2;1;0.2;0.3;0.9
Howard;Indiana;IN;17;frontier status, population size, poverty, age;32;84977;290;10.3;26.5;59.6;12.1;1.7;90.2;7;0.4;1;2
Huntington;Indiana;IN;48;frontier status, population size, poverty, age, population density;31;38236;100;7.6;26;59.1;12.5;2.3;98.2;0.3;0.4;0.5;1
Jackson;Indiana;IN;47;frontier status, population size, poverty, age, population density;34;42237;83;8.8;26.1;60.4;11.6;1.8;97.9;0.7;0.2;0.8;4.3
Jasper;Indiana;IN;47;frontier status, population size, poverty, age, population density;34;31876;57;7.4;27.2;59.8;11.1;1.9;98.8;0.6;0.1;0.2;3.7
Jay;Indiana;IN;60;frontier status, population size, poverty, age, population density;48;21606;56;10.9;28;57;12.6;2.4;98.5;0.3;0.2;0.6;2.3
Jefferson;Indiana;IN;28;frontier status, population size, poverty, age;39;32430;90;10.3;25.2;61.1;11.9;1.8;96.6;1.6;0.3;0.7;1.2
Jennings;Indiana;IN;47;frontier status, population size, poverty, age, population density;34;28427;75;9.8;27.7;61.4;9.7;1.2;98;0.9;0.2;0.3;0.9
Johnson;Indiana;IN;12;frontier status, population size, poverty, age;57;128436;401;7;27.1;61.6;10.1;1.2;97;1.2;0.2;1;1.9
Knox;Indiana;IN;30;frontier status, population size, poverty, age;57;38366;74;13.7;25.4;58.9;13.3;2.4;96.6;2.1;0.1;0.8;1
Kosciusko;Indiana;IN;45;frontier status, population size, poverty, age, population density;38;76072;142;7.5;27.7;59.8;10.7;1.9;97.7;0.7;0.3;0.6;6.3
Lagrange;Indiana;IN;48;frontier status, population size, poverty, age, population density;31;36875;97;7.9;33.9;55.5;9.3;1.3;98.5;0.2;0.1;0.6;3.4
Lake;Indiana;IN;4;frontier status, population size, poverty;25;493297;993;12.7;27.7;59.5;11.1;1.8;71.3;26.2;0.3;1.1;13.5
La Porte;Indiana;IN;11;frontier status, population size, poverty, age;44;110512;185;9.9;24.9;61.5;11.6;2;87.7;10.3;0.3;0.4;3.9
Lawrence;Indiana;IN;25;frontier status, population size, poverty, age;21;46403;103;9.7;24.5;60.1;13.4;2;98.2;0.5;0.3;0.3;1
Madison;Indiana;IN;14;frontier status, population size, poverty, age;40;130412;288;11;24.8;60;13;2.2;90.3;8.1;0.2;0.4;2
Marion;Indiana;IN;3;frontier status, population size, poverty;39;863133;2178;12.5;28.2;60.9;9.4;1.6;70.7;25.8;0.3;1.5;5.8
Marshall;Indiana;IN;48;frontier status, population size, poverty, age, population density;31;46945;106;7.5;28.1;59;11.3;1.6;97.9;0.6;0.3;0.5;8
Martin;Indiana;IN;39;frontier status, population size, poverty, age;51;10386;31;9.9;25;60;13;2;99.3;0.3;0;0.1;0.4
Miami;Indiana;IN;29;frontier status, population size, poverty, age;37;35620;95;10;26;60.6;11.5;1.9;94.6;3;1;0.3;1.5
Monroe;Indiana;IN;14;frontier status, population size, poverty, age;40;121407;308;12.4;22.6;67.4;8.6;1.4;90.5;3.2;0.2;4.5;2.1
Montgomery;Indiana;IN;25;frontier status, population size, poverty, age;21;38239;76;9.2;26.3;59.3;12.5;2;97.8;1;0.2;0.5;2.4
Morgan;Indiana;IN;46;frontier status, population size, poverty, age, population density;26;69778;172;7.8;26.8;62.2;9.9;1.1;98.4;0.3;0.2;0.3;0.8
Newton;Indiana;IN;38;frontier status, population size, poverty, age;35;14456;36;8.2;24.7;62.2;11.1;2;98.4;0.4;0.3;0.4;3.5
Noble;Indiana;IN;48;frontier status, population size, poverty, age, population density;31;47448;115;8.1;28.9;60.3;9.5;1.3;98.4;0.4;0.3;0.4;9.5
Ohio;Indiana;IN;37;frontier status, population size, poverty, age;30;5874;68;7;23.2;62.3;12.9;1.7;99.1;0.6;0.1;0.2;0.4
Orange;Indiana;IN;60;frontier status, population size, poverty, age, population density;48;19770;49;12;25.9;59.1;12.9;2.1;98.1;0.7;0.3;0.4;0.8
Owen;Indiana;IN;39;frontier status, population size, poverty, age;51;22823;59;10.3;24.9;62;11.8;1.3;98.4;0.3;0.4;0.2;0.8
Parke;Indiana;IN;60;frontier status, population size, poverty, age, population density;48;17362;39;11.3;23.4;61.8;12.8;2;97;2.2;0.2;0.2;0.6
Perry;Indiana;IN;55;frontier status, population size, poverty, age, population density;47;19032;50;9.4;22.3;62.7;12.6;2.3;97.5;1.9;0.2;0.3;0.8
Pike;Indiana;IN;60;frontier status, population size, poverty, age, population density;48;12766;38;9.2;23.7;60.4;13.8;2.1;99.3;0.2;0.1;0.2;0.7
Porter;Indiana;IN;12;frontier status, population size, poverty, age;57;157772;377;6.8;25.5;63.2;9.8;1.4;95.6;2.1;0.3;1;5.9
Posey;Indiana;IN;47;frontier status, population size, poverty, age, population density;34;26852;66;7.6;25.6;61.6;11.3;1.5;98.1;1;0.3;0.2;0.5
Pulaski;Indiana;IN;57;frontier status, population size, poverty, age, population density;42;13783;32;9.5;25.4;59.1;13.1;2.3;98.2;1;0.2;0.3;1.7
Putnam;Indiana;IN;25;frontier status, population size, poverty, age;21;36957;77;9.1;24.8;62.4;11.3;1.5;95.2;3.1;0.4;0.7;1.2
Randolph;Indiana;IN;30;frontier status, population size, poverty, age;57;26684;59;10.9;25.2;58.7;14;2.1;98.6;0.4;0.1;0.3;1.6
Ripley;Indiana;IN;47;frontier status, population size, poverty, age, population density;34;27710;62;8.1;27.7;58.7;11.6;2;98.9;0.1;0.3;0.4;1.1
Rush;Indiana;IN;57;frontier status, population size, poverty, age, population density;42;17823;44;8.6;27.3;57.8;12.6;2.3;98.1;0.8;0.1;0.6;0.6
St. Joseph;Indiana;IN;9;frontier status, population size, poverty, age;24;266160;582;11.8;28;59;10.9;2.2;84;12;0.4;1.7;5.7
Scott;Indiana;IN;39;frontier status, population size, poverty, age;51;23820;125;11.8;26;62.2;10.4;1.3;99.1;0.1;0.1;0.2;1.1
Shelby;Indiana;IN;48;frontier status, population size, poverty, age, population density;31;43766;106;8.5;26.2;61.2;10.8;1.7;97.3;1;0.2;0.9;2.3
Spencer;Indiana;IN;38;frontier status, population size, poverty, age;35;20528;51;7.6;25.5;60.9;12;1.6;98.6;0.7;0.2;0.2;2.1
Starke;Indiana;IN;39;frontier status, population size, poverty, age;51;22933;74;11.7;27;57.9;13.4;1.7;98.4;0.4;0.2;0.3;2.2
Steuben;Indiana;IN;25;frontier status, population size, poverty, age;21;33773;109;8.1;26.1;61.4;10.9;1.7;98.2;0.7;0.2;0.4;2.8
Sullivan;Indiana;IN;60;frontier status, population size, poverty, age, population density;48;21763;49;11.8;23.2;63.4;11.4;2;94.6;4.5;0.3;0.2;0.9
Switzerland;Indiana;IN;60;frontier status, population size, poverty, age, population density;48;9718;44;10.9;25.5;62;11.2;1.3;99.4;0.2;0.1;0.1;1
Tippecanoe;Indiana;IN;11;frontier status, population size, poverty, age;44;153875;308;11.9;25.4;65.2;8.1;1.3;90.5;3;0.3;5.1;6.4
Tipton;Indiana;IN;55;frontier status, population size, poverty, age, population density;47;16385;63;6.7;24.8;60.8;12.2;2.2;99;0.2;0.3;0.4;1.3
Union;Indiana;IN;38;frontier status, population size, poverty, age;35;7208;45;9.1;25.6;60.5;11.9;1.9;99.1;0.3;0.2;0.3;0.3
Vanderburgh;Indiana;IN;16;frontier status, population size, poverty, age;27;173187;738;11.8;25.4;59.9;12.4;2.3;89;8.5;0.2;1.1;1.1
Vermillion;Indiana;IN;55;frontier status, population size, poverty, age, population density;47;16562;64;9.2;24.3;60.3;13.1;2.2;98.8;0.4;0.2;0.1;0.9
Vigo;Indiana;IN;16;frontier status, population size, poverty, age;27;102592;254;13.7;25.3;61.2;11.4;2.1;90.8;6.1;0.3;1.6;1.3
Wabash;Indiana;IN;26;frontier status, population size, poverty, age;40;33843;82;8.7;24.6;58.8;14.1;2.5;97.8;0.5;0.7;0.5;1.2
Warren;Indiana;IN;54;frontier status, population size, poverty, age, population density;38;8785;24;7.2;25.6;61;12;1.4;99.3;0.1;0.1;0.2;0.6
Warrick;Indiana;IN;45;frontier status, population size, poverty, age, population density;38;56362;147;5.8;25.9;62.7;10.3;1.2;97;1.3;0.2;0.9;1.3
Washington;Indiana;IN;29;frontier status, population size, poverty, age;37;27885;54;10.5;26.1;61.6;10.7;1.6;99;0.3;0;0.2;0.8
Wayne;Indiana;IN;24;frontier status, population size, poverty, age;35;69192;171;11.7;25;59;13.6;2.3;92.6;5.1;0.2;0.7;1.8
Wells;Indiana;IN;47;frontier status, population size, poverty, age, population density;34;28085;76;6.8;26.3;59.2;12.4;2.1;98.6;0.3;0.2;0.3;1.6
White;Indiana;IN;27;frontier status, population size, poverty, age;25;24463;48;8.3;25.7;58.5;13.7;2.1;98.6;0.3;0.2;0.4;6.8
Whitley;Indiana;IN;48;frontier status, population size, poverty, age, population density;31;32323;96;6.2;26.3;60.6;11.2;1.9;98.5;0.2;0.3;0.4;1
Adair;Iowa;IA;58;frontier status, population size, poverty, age, population density;48;7859;14;8.5;21;57;16.8;5.2;99.2;0.1;0;0.5;0.8
Adams;Iowa;IA;61;frontier status, population size, poverty, age, population density;32;4264;10;9.8;21.7;56.2;17.2;4.9;99.2;0;0.5;0.2;0.6
Allamakee;Iowa;IA;40;frontier status, population size, poverty, age;62;14709;23;9.2;23.1;59.2;14.7;3;99;0.2;0.3;0.2;6.9
Appanoose;Iowa;IA;63;frontier status, population size, poverty, age, population density;32;13666;28;13.6;22.5;58.6;15.3;3.6;98.5;0.7;0.1;0.4;1
Audubon;Iowa;IA;59;frontier status, population size, poverty, age, population density;32;6457;15;8.5;23.1;54.5;17.7;4.7;99.3;0.2;0.1;0.2;0.6
Benton;Iowa;IA;27;frontier status, population size, poverty, age;25;27000;38;6.5;24.3;61.4;11.6;2.7;99.1;0.2;0.1;0.2;0.6
Black Hawk;Iowa;IA;14;frontier status, population size, poverty, age;40;125891;222;11.5;22.7;63;11.8;2.5;89.6;7.8;0.2;1.2;2.4
Boone;Iowa;IA;26;frontier status, population size, poverty, age;40;26602;47;7.6;22.8;61.5;13.2;2.5;98.6;0.7;0.2;0.3;1
Bremer;Iowa;IA;55;frontier status, population size, poverty, age, population density;47;23677;54;6.3;23.1;60.4;13.5;2.9;98.4;0.5;0.1;0.6;0.7
Buchanan;Iowa;IA;40;frontier status, population size, poverty, age;62;21019;37;8.8;26.3;59.3;12.1;2.4;98.6;0.3;0.2;0.4;0.7
Buena Vista;Iowa;IA;55;frontier status, population size, poverty, age, population density;47;20151;35;9.5;25.9;58.5;12.7;2.9;94;1.3;0.2;4;18.5
Butler;Iowa;IA;55;frontier status, population size, poverty, age, population density;47;15072;26;7.9;21.9;58.9;15.7;3.6;99.3;0.1;0;0.2;0.7
Calhoun;Iowa;IA;54;frontier status, population size, poverty, age, population density;38;10443;18;9.9;20.1;57.8;17.5;4.7;98.5;1;0.2;0.2;1.1
Carroll;Iowa;IA;57;frontier status, population size, poverty, age, population density;42;21034;37;7.6;24;57;15.1;3.9;98.8;0.3;0.2;0.5;1.4
Cass;Iowa;IA;59;frontier status, population size, poverty, age, population density;32;14219;25;10.4;21.1;57.6;17;4.2;99;0.2;0.1;0.5;1.1
Cedar;Iowa;IA;55;frontier status, population size, poverty, age, population density;47;18254;31;5.8;22.7;61.7;12.4;3.3;98.6;0.4;0.2;0.4;1.2
Cerro Gordo;Iowa;IA;26;frontier status, population size, poverty, age;40;44645;79;9;22.6;59.8;14.7;2.9;97;1;0.2;0.8;3
Cherokee;Iowa;IA;57;frontier status, population size, poverty, age, population density;42;12237;21;8.1;21.6;57.7;17.2;3.4;98.7;0.4;0.2;0.5;1.9
Chickasaw;Iowa;IA;57;frontier status, population size, poverty, age, population density;42;12563;25;7.8;23.6;58.3;15.1;3;99.3;0.1;0;0.4;1
Clarke;Iowa;IA;59;frontier status, population size, poverty, age, population density;32;9161;21;9.5;24.4;58.8;13.6;3.2;98.7;0.1;0.4;0.5;6
Clay;Iowa;IA;57;frontier status, population size, poverty, age, population density;42;16897;30;8.4;22.4;59.2;15.1;3.3;98.6;0.2;0.1;0.9;1.9
Clayton;Iowa;IA;57;frontier status, population size, poverty, age, population density;42;18337;24;8.7;22.6;58.6;15.5;3.2;99.2;0.2;0.3;0.1;0.9
Clinton;Iowa;IA;21;frontier status, population size, poverty, age;44;49717;72;10.4;23.6;60.4;13.4;2.6;95.9;2.2;0.3;0.6;1.6
Crawford;Iowa;IA;40;frontier status, population size, poverty, age;62;16889;24;9.9;25.4;58.4;13.3;2.9;97.7;1.2;0.5;0.5;16.7
Dallas;Iowa;IA;47;frontier status, population size, poverty, age, population density;34;51762;88;5.2;24.3;66.7;7.6;1.4;96.4;1.1;0.2;1.5;5.8
Davis;Iowa;IA;40;frontier status, population size, poverty, age;62;8659;17;11.3;25.3;58;13.6;3.1;99;0.2;0.1;0.2;0.9
Decatur;Iowa;IA;70;frontier status, population size, poverty, age, population density;37;8605;16;14.4;23.1;59.6;14.4;2.9;97;1.2;0.2;1;2.1
Delaware;Iowa;IA;40;frontier status, population size, poverty, age;62;18025;31;8.2;25;59.1;13.1;2.8;99.4;0.1;0.1;0.2;0.8
Des Moines;Iowa;IA;30;frontier status, population size, poverty, age;57;40810;98;11.4;23.7;59.7;13.6;3;94.1;3.8;0.3;0.7;2.3
Dickinson;Iowa;IA;55;frontier status, population size, poverty, age, population density;47;16687;44;6.5;20;59.4;17.1;3.5;99.1;0.2;0.2;0.2;0.9
Dubuque;Iowa;IA;45;frontier status, population size, poverty, age, population density;38;91631;151;8.4;24.9;60;12.7;2.4;96.9;1.3;0.1;0.9;1.5
Emmet;Iowa;IA;60;frontier status, population size, poverty, age, population density;48;10534;27;8.7;23.7;57.6;15.3;3.4;98.7;0.3;0.4;0.4;5
Fayette;Iowa;IA;60;frontier status, population size, poverty, age, population density;48;21298;29;10.8;22.6;58.4;15.4;3.5;98.2;0.8;0.1;0.6;1.5
Floyd;Iowa;IA;60;frontier status, population size, poverty, age, population density;48;16443;33;9.5;22.9;57.7;15.4;4;98.1;0.6;0.1;0.7;1.6
Franklin;Iowa;IA;54;frontier status, population size, poverty, age, population density;38;10732;18;8.1;22.9;58;15.7;3.4;98.9;0.1;0.2;0.6;10.4
Fremont;Iowa;IA;59;frontier status, population size, poverty, age, population density;32;7759;15;9.3;23.1;57.4;16.3;3.2;98.9;0.1;0.2;0.4;2.3
Greene;Iowa;IA;54;frontier status, population size, poverty, age, population density;38;9963;18;9.2;22.7;56.4;16.5;4.5;98.7;0.2;0.3;0.4;2
Grundy;Iowa;IA;54;frontier status, population size, poverty, age, population density;38;12329;25;5.2;22.3;58.9;14.7;4;99.3;0.1;0;0.3;0.7
Guthrie;Iowa;IA;54;frontier status, population size, poverty, age, population density;38;11547;20;8.3;21.9;59.5;15.6;3;99.5;0.1;0;0.1;1.9
Hamilton;Iowa;IA;55;frontier status, population size, poverty, age, population density;47;16209;28;7.2;23.4;59.1;14.3;3.3;97;0.4;0.3;1.8;2.1
Hancock;Iowa;IA;56;frontier status, population size, poverty, age, population density;39;11786;21;6.8;22.8;58.8;14.6;3.8;98.9;0.1;0.1;0.6;3.5
Hardin;Iowa;IA;55;frontier status, population size, poverty, age, population density;47;18003;32;8.7;23.4;56.2;16.2;4.3;98.5;0.8;0.2;0.4;2.9
Harrison;Iowa;IA;40;frontier status, population size, poverty, age;62;15884;23;8.6;23.6;59.4;14.1;2.9;99;0.1;0.1;0.4;1.2
Henry;Iowa;IA;55;frontier status, population size, poverty, age, population density;47;20246;47;9.1;22.6;62.6;12;2.7;95.1;1.8;0.3;2.2;1.9
Howard;Iowa;IA;40;frontier status, population size, poverty, age;62;9700;20;9.3;23.6;57;15.2;4.2;99.2;0.2;0.2;0.2;0.7
Humboldt;Iowa;IA;54;frontier status, population size, poverty, age, population density;38;9973;23;8.3;22.1;57.5;16.5;3.9;98.7;0.4;0.1;0.5;2.2
Ida;Iowa;IA;56;frontier status, population size, poverty, age, population density;39;7379;17;8.7;22.1;56.3;17.3;4.3;99.2;0.3;0.1;0.2;0.7
Iowa;Iowa;IA;54;frontier status, population size, poverty, age, population density;38;16055;27;6.1;24.1;59;13.7;3.1;99.2;0.2;0.1;0.3;1.1
Jackson;Iowa;IA;40;frontier status, population size, poverty, age;62;20335;32;9.9;23;59.2;14.5;3.2;99;0.2;0.1;0.3;0.6
Jasper;Iowa;IA;26;frontier status, population size, poverty, age;40;37674;52;7.4;22.9;61.2;13.2;2.7;97.3;1.2;0.3;0.7;1.2
Jefferson;Iowa;IA;39;frontier status, population size, poverty, age;51;15972;37;11.2;20.6;65.9;11;2.5;96.6;1;0.2;1.8;2.2
Johnson;Iowa;IA;11;frontier status, population size, poverty, age;44;117067;191;10.7;22.2;69.8;6.8;1.3;90.5;3.3;0.3;4.4;2.9
Jones;Iowa;IA;55;frontier status, population size, poverty, age, population density;47;20509;36;8.8;21.5;62.8;13.1;2.6;97.1;2;0.3;0.2;1.4
Keokuk;Iowa;IA;59;frontier status, population size, poverty, age, population density;32;11157;19;10;23.5;57.5;14.9;4.1;99.3;0.1;0.1;0.3;0.6
Kossuth;Iowa;IA;56;frontier status, population size, poverty, age, population density;39;16142;17;9.1;22.6;56.8;16.9;3.7;99.1;0.2;0.2;0.4;1
Lee;Iowa;IA;30;frontier status, population size, poverty, age;57;36705;71;11.2;22.8;60.7;13.8;2.7;95.1;3.1;0.2;0.6;2.5
Linn;Iowa;IA;11;frontier status, population size, poverty, age;44;198903;277;7.8;25.2;62.3;10.6;2;93.7;3;0.2;1.6;1.5
Louisa;Iowa;IA;57;frontier status, population size, poverty, age, population density;42;11842;29;8.9;25.8;59.2;12.7;2.3;99;0.3;0.1;0.4;14.1
Lucas;Iowa;IA;59;frontier status, population size, poverty, age, population density;32;9672;22;11.6;23.3;58.5;14.4;3.8;99;0.2;0.1;0.5;0.9
Lyon;Iowa;IA;56;frontier status, population size, poverty, age, population density;39;11750;20;7.3;26.1;56.5;14;3.5;99.1;0.3;0.1;0.2;0.5
Madison;Iowa;IA;57;frontier status, population size, poverty, age, population density;42;15158;27;6.8;24.8;61.4;11.2;2.5;98.9;0.2;0.3;0.2;0.8
Mahaska;Iowa;IA;60;frontier status, population size, poverty, age, population density;48;22364;39;10.5;24.3;60.2;12.5;2.9;96.9;0.9;0.2;1.2;1.3
Marion;Iowa;IA;26;frontier status, population size, poverty, age;40;32984;60;7.8;24.2;60.1;12.9;2.9;97.9;0.5;0.2;1;1.1
Marshall;Iowa;IA;26;frontier status, population size, poverty, age;40;39418;69;10.6;24.6;59.3;13.6;2.5;96.4;1.2;0.5;1;12.6
Mills;Iowa;IA;38;frontier status, population size, poverty, age;35;15284;35;8.3;24.6;63.5;10;1.9;98.7;0.4;0.2;0.3;2.2
Mitchell;Iowa;IA;54;frontier status, population size, poverty, age, population density;38;10919;23;8.7;24.5;54.6;16.5;4.5;99.5;0.2;0.1;0.2;0.6
Monona;Iowa;IA;58;frontier status, population size, poverty, age, population density;48;9520;14;10.4;21.1;55.9;18;4.9;98.6;0.1;0.9;0.1;0.8
Monroe;Iowa;IA;62;frontier status, population size, poverty, age, population density;32;7835;18;10.1;23.7;57.4;15.7;3.2;98.8;0.3;0.4;0.4;0.5
Montgomery;Iowa;IA;60;frontier status, population size, poverty, age, population density;48;11313;27;10.1;23.6;57.4;15.1;4;98.9;0.2;0.4;0.3;2.4
Muscatine;Iowa;IA;48;frontier status, population size, poverty, age, population density;31;42756;97;9.5;25.5;61.9;10.8;1.8;96.9;1.2;0.3;1;13.1
O_Brien;Iowa;IA;57;frontier status, population size, poverty, age, population density;42;14414;25;7.8;22;55.9;18;4.2;98.8;0.3;0.2;0.6;1.8
Osceola;Iowa;IA;56;frontier status, population size, poverty, age, population density;39;6694;17;6.8;23.7;57.5;15.6;3.2;98.9;0.3;0.4;0.2;3.2
Page;Iowa;IA;60;frontier status, population size, poverty, age, population density;48;16253;30;11.4;21.5;59.4;15.8;3.3;96.1;2;0.5;0.8;1.8
Palo Alto;Iowa;IA;59;frontier status, population size, poverty, age, population density;32;9697;17;9;23.1;55.7;16.9;4.4;99.2;0.1;0.1;0.3;0.8
Plymouth;Iowa;IA;57;frontier status, population size, poverty, age, population density;42;24958;29;6.4;25.1;59.3;12.8;2.8;98.5;0.3;0.2;0.4;1.9
Pocahontas;Iowa;IA;54;frontier status, population size, poverty, age, population density;38;7930;14;9.6;21.9;55.5;17.8;4.8;99;0.3;0.2;0.4;1.2
Polk;Iowa;IA;9;frontier status, population size, poverty, age;24;401006;704;8.6;25.8;63.3;9.2;1.7;90.3;4.9;0.3;3.1;5.6
Pottawattamie;Iowa;IA;20;frontier status, population size, poverty, age;32;89738;94;10.2;24.9;61.5;11.7;1.9;96.9;1;0.4;0.7;4.1
Poweshiek;Iowa;IA;55;frontier status, population size, poverty, age, population density;47;18925;32;9;22.5;60;14.2;3.4;97.5;0.6;0.3;1.1;1.4
Ringgold;Iowa;IA;61;frontier status, population size, poverty, age, population density;32;5273;10;12.4;22.1;54.5;19.4;3.9;99.3;0.1;0.2;0.3;0.6
Sac;Iowa;IA;59;frontier status, population size, poverty, age, population density;32;10621;18;9;22;55.1;18;4.8;98.8;0.4;0.1;0.3;1.2
Scott;Iowa;IA;15;frontier status, population size, poverty, age;23;160998;352;10.3;25.5;62.4;10.4;1.8;89.9;6.2;0.3;1.9;4.4
Shelby;Iowa;IA;56;frontier status, population size, poverty, age, population density;39;12634;21;7.8;23.1;56.2;16.9;3.8;98.9;0.2;0.3;0.4;0.9
Sioux;Iowa;IA;47;frontier status, population size, poverty, age, population density;34;32277;42;6.5;27.4;57.9;12.1;2.6;98.4;0.4;0.1;0.8;4.9
Story;Iowa;IA;17;frontier status, population size, poverty, age;32;79952;140;9.8;21;68.5;8.6;1.9;91.2;1.9;0.2;5.6;1.8
Tama;Iowa;IA;54;frontier status, population size, poverty, age, population density;38;17919;25;8.9;25;56.7;14.7;3.6;92;0.5;6.4;0.2;4.3
Taylor;Iowa;IA;61;frontier status, population size, poverty, age, population density;32;6614;12;10.7;22.3;55.6;17.2;4.9;99.3;0;0.1;0.4;3.9
Union;Iowa;IA;60;frontier status, population size, poverty, age, population density;48;11972;28;11.1;22.7;58.3;15.5;3.5;98.8;0.3;0.1;0.4;1.1
